date,numero_vol,compagnie,type_avion,destination,distance_km,emissions
2026-01-18,RYR419,Ryanair,B737-800,Pise,493.3055556,7.547497777
2026-01-18,RYR25,Ryanair,B737-800,Dublin,401.8541667,6.148305843
2026-01-18,RYR7166,Ryanair,B737-Max 8,Naples,713.9642857,8.75586627
2026-01-18,RYR9266,Ryanair,B737-Max 8,Copenhague,574.7272727,7.048300934
2026-01-18,RYS3698,Ryanair,B737-800,Cracovie,667.046875,10.20571277
2026-01-18,RYR8883,Ryanair,B737-Max 8,Malpensa (Milan),396.6428571,4.864321485
2026-01-18,RYR5445,Ryanair,B737-800,Madrid,595.5526316,9.111862034
2026-01-18,RYR8641,Ryanair,B737-800,Cagliari,705.125,10.78830212
2026-01-18,RYR3215,Ryanair,B737-800,Bologne,477.1724138,7.300663233
2026-01-18,WZZ7916,WizzAir,A321neo,Koutaïssi,1664.5,21.61648362
2026-01-18,WMT901,WizzAir,A321neo,Craiova,903.6666667,11.73571385
2026-01-18,RYS4234,Ryanair,B737-800,Budapest,681.2878788,10.4235979
2026-01-18,WZZ4322,WizzAir,A321neo,Sofia,923.2045455,11.98944784
2026-01-18,RYR3122,Ryanair,B737-800,Barcelone,495.6923077,7.584014711
2026-01-18,RYR1889,Ryanair,B737-800,Varsovie - Modlin,697.5416667,10.67227831
2026-01-18,HYS446,HiSky,A320-200,Chisinau,1020.6,18.48760066
2026-01-18,RYR3053,Ryanair,B737-800,Cork,453.1785714,6.933561201
2026-01-18,RYR4356,Ryanair,B737-800,Rabat,957.05,14.64271518
2026-01-18,WZZ4019,WizzAir,A321-200,Belgrade,753.425,11.74993057
2026-01-18,RYR1084,Ryanair,B737-Max 8,Lisbonne,802.6904762,9.843980444
2026-01-18,WMT3950,WizzAir,A320-200,Chisinau,1020.6,12.46027595
2026-01-18,RYR595,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-18,RYR1540,Ryanair,B737-Max 8,Trévise,459.5454545,5.635742047
2026-01-18,RYR719,Ryanair,B737-800,Birmingham,235.8611111,3.608638078
2026-01-18,RYR7479,Ryanair,B737-800,Porto,642.9222222,9.836609356
2026-01-18,WZZ4720,WizzAir,A321neo,Skopje,901.4285714,11.70664821
2026-01-18,RYR3844,Ryanair,B737-800,Marrakech,1137.3125,17.40070321
2026-01-18,RYR3433,Ryanair,B737-Max 8,Bergame (Milan),411.2857143,5.043897552
2026-01-18,RYR23,Ryanair,B737-800,Dublin,401.8541667,6.148305843
2026-01-18,WMT5140,WizzAir,A321neo,Tirana,832.125,10.80661846
2026-01-18,HYS226,HiSky,A320-200,Baia Mare,808.4285714,14.64423338
2026-01-18,WMT3332,WizzAir,A320neo,Cluj-Napoca,850.0625,8.585212548
2026-01-18,RYR3979,Ryanair,B737-800,Bari,772.0588235,11.81237914
2026-01-18,RYR2850,Ryanair,B737-800,Catane,900,13.76985911
2026-01-18,RYS8942,Ryanair,B737-800,Gdansk,670.1428571,10.25308081
2026-01-18,RYS5051,Ryanair,B737-800,Poznan,576.2916667,8.817172286
2026-01-18,WMT3664,WizzAir,A320-200,Iasi,983.6956522,12.00971906
2026-01-18,RYR166,Ryanair,B737-800,Rome,618.9354839,9.469616014
2026-01-18,RYS4230,Ryanair,B737-800,Budapest,681.2878788,10.4235979
2026-01-18,RYR9160,Ryanair,B737-Max 8,Bucarest,964.2368421,11.82514169
2026-01-18,RYR8313,Ryanair,B737-Max 8,Tirana,832.125,10.20495754
2026-01-18,RYR1829,Ryanair,B737-Max 8,Prague,470.06,5.764689609
2026-01-17,RYR9790,Ryanair,B737-Max 8,Ténérife,1480.583333,18.1574764
2026-01-17,RYR7704,Ryanair,B737-800,Porto,642.9222222,9.836609356
2026-01-17,RYR1244,Ryanair,B737-800,Agadir,1205.9,18.45008123
2026-01-17,RYR5223,Ryanair,B737-800,Fès,951.7105263,14.56102207
2026-01-17,RYR64,Ryanair,B737-800,Marrakech,1137.3125,17.40070321
2026-01-17,RYR7744,Ryanair,B737-800,Tanger,892.8,13.65970024
2026-01-17,RYR5445,Ryanair,B737-800,Madrid,595.5526316,9.111862034
2026-01-17,RYS4230,Ryanair,B737-800,Budapest,681.2878788,10.4235979
2026-01-17,RYS3436,Ryanair,B737-800,Cracovie,667.046875,10.20571277
2026-01-17,RYR2093,Ryanair,B737-800,Paphos,1526.708333,23.35839851
2026-01-17,WMT5140,WizzAir,A321-200,Tirana,832.125,12.97728503
2026-01-17,RYR200,Ryanair,B737-Max 8,Rome,618.9354839,7.590458564
2026-01-17,RYR3094,Ryanair,B737-800,Thessalonique,973.15,14.88904266
2026-01-17,WZZ7830,WizzAir,A321neo,Erevan,1792.3,23.2761932
2026-01-17,RYR3122,Ryanair,B737-800,Barcelone,495.6923077,7.584014711
2026-01-17,RYR9548,Ryanair,B737-Max 8,Cluj-Napoca,850.0625,10.42493822
2026-01-17,RYR25,Ryanair,B737-800,Dublin,401.8541667,6.148305843
2026-01-17,RYR3114,Ryanair,B737-Max 8,Iasi,983.6956522,12.06377931
2026-01-17,RYR5592,Ryanair,B737-Max 8,Edimbourg,431.8636364,5.296259663
2026-01-17,WMT3522,WizzAir,A320-200,Timisoara,769.6666667,9.396687297
2026-01-17,WMT3950,WizzAir,A320-200,Chisinau,1020.6,12.46027595
2026-01-17,WZZ4019,WizzAir,A321-200,Belgrade,753.425,11.74993057
2026-01-17,LDA8792,Ryanair,A320-200,Zagreb,580.0833333,10.50788655
2026-01-17,RYR9167,Ryanair,B737-Max 8,Stockholm,789.0416667,9.676595109
2026-01-17,RYR3723,Ryanair,B737-Max 8,Manchester,290.0555556,3.557163441
2026-01-17,RYR7475,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-17,RYR3500,Ryanair,B737-Max 8,Bergame (Milan),411.2857143,5.043897552
2026-01-17,RYR1084,Ryanair,B737-800,Lisbonne,802.6904762,12.28103863
2026-01-17,RYR23,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-17,RYR1506,Ryanair,B737-Max 8,Luqa,954.8461538,11.70997681
2026-01-17,LDA1325,Ryanair,A320-200,Vienne,577.5,10.46109091
2026-01-17,RYR4520,Ryanair,B737-800,Reggio di Calabre,868.7692308,13.29203323
2026-01-17,RYR595,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-17,RYR6788,Ryanair,B737-Max 8,Trieste,496.5769231,6.089886033
2026-01-16,RYR25,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-16,RYR3725,Ryanair,B737-800,Manchester,290.0555556,4.437804594
2026-01-16,RYS4234,Ryanair,B737-Max 8,Budapest,681.2878788,8.355131591
2026-01-16,RYR7479,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-16,RYS5051,Ryanair,B737-Max 8,Poznan,576.2916667,7.067486241
2026-01-16,RYR4378,Ryanair,B737-800,Faro,841,12.86716835
2026-01-16,LDA2022,Ryanair,A320-200,Vienne,577.5,10.46109091
2026-01-16,RYR9266,Ryanair,B737-800,Copenhague,574.7272727,8.793237304
2026-01-16,RYR1244,Ryanair,B737-800,Agadir,1205.9,18.45008123
2026-01-16,RYR3500,Ryanair,B737-800,Bergame (Milan),411.2857143,6.292607045
2026-01-16,RYR4068,Ryanair,B737-800,Bologne,477.1724138,7.300663233
2026-01-16,RYR7475,Ryanair,B737-800,Porto,642.9222222,9.836609356
2026-01-16,RYS3698,Ryanair,B737-Max 8,Cracovie,667.046875,8.180483745
2026-01-16,RYS1829,Ryanair,B737-800,Prague,470.06,7.191844416
2026-01-16,RYR1084,Ryanair,B737-Max 8,Lisbonne,802.6904762,9.843980444
2026-01-16,RYR1861,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-16,RYS4230,Ryanair,B737-800,Budapest,681.2878788,10.4235979
2026-01-16,WMT3950,WizzAir,A320-200,Chisinau,1020.6,12.46027595
2026-01-16,WZZ4322,WizzAir,A321neo,Sofia,923.2045455,11.98944784
2026-01-16,RYR1247,Ryanair,B737-Max 8,Séville,774.0277778,9.492468808
2026-01-16,RYR3053,Ryanair,B737-800,Cork,453.1785714,6.933561201
2026-01-16,RYR4832,Ryanair,B737-Max 8,Cagliari,705.125,8.647463644
2026-01-16,RYR9035,Ryanair,B737-Max 8,Alicante,656.6923077,8.053498112
2026-01-16,RYS2069,Ryanair,B737-800,Wroclaw,565.55,8.652826468
2026-01-16,RYR2845,Ryanair,B737-800,Nador,871.25,13.32998861
2026-01-16,RYR8883,Ryanair,B737-Max 8,Malpensa (Milan),396.6428571,4.864321485
2026-01-16,RYR595,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-16,RYR3433,Ryanair,B737-Max 8,Bergame (Milan),411.2857143,5.043897552
2026-01-16,RYR1540,Ryanair,B737-Max 8,Trévise,459.5454545,5.635742047
2026-01-16,SEU488,SkyUp,B737-700,Chisinau,1020.6,19.41198069
2026-01-16,RYR9001,Ryanair,B737-Max 8,Valence,588.3461538,7.215319235
2026-01-16,RYR5445,Ryanair,B737-Max 8,Madrid,595.5526316,7.303697543
2026-01-16,RYR64,Ryanair,B737-800,Marrakech,1137.3125,17.40070321
2026-01-16,RYR5223,Ryanair,B737-800,Fès,951.7105263,14.56102207
2026-01-16,RYR23,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-16,RYR166,Ryanair,B737-800,Rome,618.9354839,9.469616014
2026-01-16,WMT3664,WizzAir,A320-200,Iasi,983.6956522,12.00971906
2026-01-16,RYS8942,Ryanair,B737-Max 8,Gdansk,670.1428571,8.218452038
2026-01-16,RYS3436,Ryanair,B737-Max 8,Cracovie,667.046875,8.180483745
2026-01-16,RYR719,Ryanair,B737-800,Birmingham,235.8611111,3.608638078
2026-01-16,WMT3332,WizzAir,A320neo,Cluj-Napoca,850.0625,8.585212548
2026-01-16,RYS4382,Ryanair,B737-800,Sofia,923.2045455,14.12488503
2026-01-16,RYR3979,Ryanair,B737-Max 8,Bari,772.0588235,9.468322081
2026-01-16,RYR9160,Ryanair,B737-800,Bucarest,964.2368421,14.75267274
2026-01-16,RYR4933,Ryanair,B737-Max 8,Palerme,819.9583333,10.05574881
2026-01-15,RYR7479,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-15,RYR7234,Ryanair,B737-Max 8,Vilnius,874.6666667,10.72667712
2026-01-15,RYR25,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-15,RYR7166,Ryanair,B737-800,Naples,713.9642857,10.92354181
2026-01-15,RYR3215,Ryanair,B737-800,Bologne,477.1724138,7.300663233
2026-01-15,RYR5223,Ryanair,B737-800,Fès,951.7105263,14.56102207
2026-01-15,WZZ7830,WizzAir,A321neo,Erevan,1792.3,23.2761932
2026-01-15,RYR3979,Ryanair,B737-800,Bari,772.0588235,11.81237914
2026-01-15,RYS1889,Ryanair,B737-800,Varsovie - Modlin,697.5416667,10.67227831
2026-01-15,RYR419,Ryanair,B737-800,Pise,493.3055556,7.547497777
2026-01-15,WZZ7916,WizzAir,A321neo,Koutaïssi,1664.5,21.61648362
2026-01-15,RYR1084,Ryanair,B737-Max 8,Lisbonne,802.6904762,9.843980444
2026-01-15,HYS446,HiSky,A320-200,Chisinau,1020.6,18.48760066
2026-01-15,WMT3950,WizzAir,A320-200,Chisinau,1020.6,12.46027595
2026-01-15,WZZ4019,WizzAir,A321-200,Belgrade,753.425,11.74993057
2026-01-15,RYR1654,Ryanair,B737-Max 8,Rovaniemi,1270.653846,15.58295755
2026-01-15,RYR4356,Ryanair,B737-Max 8,Rabat,957.05,11.73700419
2026-01-15,RYS3436,Ryanair,B737-Max 8,Cracovie,667.046875,8.180483745
2026-01-15,RYR3433,Ryanair,B737-800,Bergame (Milan),411.2857143,6.292607045
2026-01-15,RYR3122,Ryanair,B737-800,Barcelone,495.6923077,7.584014711
2026-01-15,RYR2393,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-15,RYR5445,Ryanair,B737-800,Madrid,595.5526316,9.111862034
2026-01-15,RYR9352,Ryanair,B737-800,Amman,1774.428571,27.14847937
2026-01-15,RYR64,Ryanair,B737-800,Marrakech,1137.3125,17.40070321
2026-01-15,HYS226,HiSky,A320-200,Baia Mare,808.4285714,14.64423338
2026-01-15,RYR595,Ryanair,B737-800,Porto,642.9222222,9.836609356
2026-01-15,RYS23,Ryanair,B737-800,Dublin,401.8541667,6.148305843
2026-01-15,WMT5140,WizzAir,A321-200,Tirana,832.125,12.97728503
2026-01-15,WZZ4720,WizzAir,A321neo,Skopje,901.4285714,11.70664821
2026-01-15,RYR8313,Ryanair,B737-Max 8,Tirana,832.125,10.20495754
2026-01-15,RYR1829,Ryanair,B737-Max 8,Prague,470.06,5.764689609
2026-01-15,RYR2995,Ryanair,B737-Max 8,Oujda,917.2307692,11.24867184
2026-01-14,RYR3844,Ryanair,B737-800,Marrakech,1137.3125,17.40070321
2026-01-14,RYR1506,Ryanair,B737-Max 8,Luqa,954.8461538,11.70997681
2026-01-14,RYR1244,Ryanair,B737-800,Agadir,1205.9,18.45008123
2026-01-14,RYR7475,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-14,RYR4520,Ryanair,B737-800,Reggio di Calabre,868.7692308,13.29203323
2026-01-14,RYR25,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-14,RYR2850,Ryanair,B737-Max 8,Catane,900,11.03735831
2026-01-14,WMT3950,WizzAir,A320-200,Chisinau,1020.6,12.46027595
2026-01-14,RYR8883,Ryanair,B737-800,Malpensa (Milan),396.6428571,6.068573623
2026-01-14,WZZ4019,WizzAir,A321neo,Belgrade,753.425,9.784559429
2026-01-14,WMT901,WizzAir,A321neo,Craiova,903.6666667,11.73571385
2026-01-14,RYS3436,Ryanair,B737-800,Cracovie,667.046875,10.20571277
2026-01-14,RYR2093,Ryanair,B737-Max 8,Paphos,1526.708333,18.72314101
2026-01-14,RYR1084,Ryanair,B737-800,Lisbonne,802.6904762,12.28103863
2026-01-14,RYR595,Ryanair,B737-800,Porto,642.9222222,9.836609356
2026-01-14,RYR64,Ryanair,B737-800,Marrakech,1137.3125,17.40070321
2026-01-14,RYR23,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-14,RYR5223,Ryanair,B737-800,Fès,951.7105263,14.56102207
2026-01-14,RYR3114,Ryanair,B737-Max 8,Iasi,983.6956522,12.06377931
2026-01-13,WZZ7830,WizzAir,A321neo,Erevan,1792.3,23.2761932
2026-01-13,RYR7475,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-13,WMT3522,WizzAir,A320-200,Timisoara,769.6666667,9.396687297
2026-01-13,RYR25,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-13,RYR3094,Ryanair,B737-800,Thessalonique,973.15,14.88904266
2026-01-13,HYS446,HiSky,A319-100,Chisinau,1020.6,14.79008053
2026-01-13,WZZ4019,WizzAir,A321neo,Belgrade,753.425,9.784559429
2026-01-13,WMT3950,WizzAir,A320-200,Chisinau,1020.6,12.46027595
2026-01-13,RYR4356,Ryanair,B737-800,Rabat,957.05,14.64271518
2026-01-13,RYR4832,Ryanair,B737-800,Cagliari,705.125,10.78830212
2026-01-13,SEU488,SkyUp,B737-700,Chisinau,1020.6,19.41198069
2026-01-13,RYR9790,Ryanair,B737-Max 8,Ténérife,1480.583333,18.1574764
2026-01-13,RYR1084,Ryanair,B737-800,Lisbonne,802.6904762,12.28103863
2026-01-13,RYR595,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-13,RYR3844,Ryanair,B737-800,Marrakech,1137.3125,17.40070321
2026-01-13,RYR23,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-13,RYR9160,Ryanair,B737-Max 8,Bucarest,964.2368421,11.82514169
2026-01-13,RYR9548,Ryanair,B737-Max 8,Cluj-Napoca,850.0625,10.42493822
2026-01-12,RYR5507,Ryanair,B737-800,Madrid,595.5526316,9.111862034
2026-01-12,RYS2069,Ryanair,B737-800,Wroclaw,565.55,8.652826468
2026-01-12,RYR719,Ryanair,B737-800,Birmingham,235.8611111,3.608638078
2026-01-12,RYR7479,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-12,RYR419,Ryanair,B737-Max 8,Pise,493.3055556,6.04976686
2026-01-12,LDA8792,Ryanair,A320-200,Zagreb,580.0833333,10.50788655
2026-01-12,RYR25,Ryanair,B737-800,Dublin,401.8541667,6.148305843
2026-01-12,RYR64,Ryanair,B737-800,Marrakech,1137.3125,17.40070321
2026-01-12,RYR7744,Ryanair,B737-800,Tanger,892.8,13.65970024
2026-01-12,RYR9035,Ryanair,B737-Max 8,Alicante,656.6923077,8.053498112
2026-01-12,RYR5592,Ryanair,B737-800,Edimbourg,431.8636364,6.607446031
2026-01-12,RYR3979,Ryanair,B737-800,Bari,772.0588235,11.81237914
2026-01-12,LDA1325,Ryanair,A320-200,Vienne,577.5,10.46109091
2026-01-12,RYR166,Ryanair,B737-800,Rome,618.9354839,9.469616014
2026-01-12,RYR7475,Ryanair,B737-800,Porto,642.9222222,9.836609356
2026-01-12,RYR5223,Ryanair,B737-800,Fès,951.7105263,14.56102207
2026-01-12,RYS3436,Ryanair,B737-800,Cracovie,667.046875,10.20571277
2026-01-12,RYR7234,Ryanair,B737-Max 8,Vilnius,874.6666667,10.72667712
2026-01-12,RYR2995,Ryanair,B737-800,Oujda,917.2307692,14.03348718
2026-01-12,WZZ4322,WizzAir,A321neo,Sofia,923.2045455,11.98944784
2026-01-12,RYS4230,Ryanair,B737-800,Budapest,681.2878788,10.4235979
2026-01-12,WMT3950,WizzAir,A320-200,Chisinau,1020.6,12.46027595
2026-01-12,RYR1540,Ryanair,B737-Max 8,Trévise,459.5454545,5.635742047
2026-01-12,RYR1654,Ryanair,B737-Max 8,Rovaniemi,1270.653846,15.58295755
2026-01-12,RYR3122,Ryanair,B737-800,Barcelone,495.6923077,7.584014711
2026-01-12,RYR9001,Ryanair,B737-800,Valence,588.3461538,9.001604053
2026-01-12,RYR3433,Ryanair,B737-Max 8,Bergame (Milan),411.2857143,5.043897552
2026-01-12,RYR595,Ryanair,B737-800,Porto,642.9222222,9.836609356
2026-01-12,RYR9266,Ryanair,B737-800,Copenhague,574.7272727,8.793237304
2026-01-12,RYR3723,Ryanair,B737-800,Manchester,290.0555556,4.437804594
2026-01-12,RYR1084,Ryanair,B737-800,Lisbonne,802.6904762,12.28103863
2026-01-12,RYR4378,Ryanair,B737-800,Faro,841,12.86716835
2026-01-12,RYR1244,Ryanair,B737-800,Agadir,1205.9,18.45008123
2026-01-12,RYR6788,Ryanair,B737-800,Trieste,496.5769231,7.597549188
2026-01-12,RYR9167,Ryanair,B737-800,Stockholm,789.0416667,12.07221398
2026-01-12,RYR23,Ryanair,B737-800,Dublin,401.8541667,6.148305843
2026-01-12,RYS5051,Ryanair,B737-Max 8,Poznan,576.2916667,7.067486241
2026-01-12,RYS4382,Ryanair,B737-Max 8,Sofia,923.2045455,11.32193263
2026-01-12,WMT3664,WizzAir,A320-200,Iasi,983.6956522,12.00971906
2026-01-12,RYR3215,Ryanair,B737-800,Bologne,477.1724138,7.300663233
2026-01-12,RYR2845,Ryanair,B737-800,Nador,871.25,13.32998861
2026-01-12,RYR4933,Ryanair,B737-Max 8,Palerme,819.9583333,10.05574881
2026-01-11,RYR9049,Ryanair,B737-Max 8,Alicante,656.6923077,8.053498112
2026-01-11,RYR3725,Ryanair,B737-800,Manchester,290.0555556,4.437804594
2026-01-11,RYR25,Ryanair,B737-800,Dublin,401.8541667,6.148305843
2026-01-11,RYR7704,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-11,RYR419,Ryanair,B737-800,Pise,493.3055556,7.547497777
2026-01-11,RYR7166,Ryanair,B737-Max 8,Naples,713.9642857,8.75586627
2026-01-11,RYR9266,Ryanair,B737-Max 8,Copenhague,574.7272727,7.048300934
2026-01-11,RYS3698,Ryanair,B737-800,Cracovie,667.046875,10.20571277
2026-01-11,RYR949,Ryanair,B737-Max 8,Bornemouth,179.5,2.201339797
2026-01-11,RYR5445,Ryanair,B737-800,Madrid,595.5526316,9.111862034
2026-01-11,RYR8883,Ryanair,B737-Max 8,Malpensa (Milan),396.6428571,4.864321485
2026-01-11,RYR8641,Ryanair,B737-800,Cagliari,705.125,10.78830212
2026-01-11,WZZ7916,WizzAir,A321-200,Koutaïssi,1664.5,25.9584689
2026-01-11,WZZ4322,WizzAir,A321neo,Sofia,923.2045455,11.98944784
2026-01-11,HYS446,HiSky,A320-200,Chisinau,1020.6,18.48760066
2026-01-11,RYR3215,Ryanair,B737-800,Bologne,477.1724138,7.300663233
2026-01-11,RYS4234,Ryanair,B737-800,Budapest,681.2878788,10.4235979
2026-01-11,WMT901,WizzAir,A320-200,Craiova,903.6666667,11.03266317
2026-01-11,RYR1889,Ryanair,B737-800,Varsovie - Modlin,697.5416667,10.67227831
2026-01-11,WZZ4019,WizzAir,A321neo,Belgrade,753.425,9.784559429
2026-01-11,RYR3122,Ryanair,B737-800,Barcelone,495.6923077,7.584014711
2026-01-11,RYR3053,Ryanair,B737-800,Cork,453.1785714,6.933561201
2026-01-11,RYR4356,Ryanair,B737-800,Rabat,957.05,14.64271518
2026-01-11,RYR1084,Ryanair,B737-Max 8,Lisbonne,802.6904762,9.843980444
2026-01-11,WMT3950,WizzAir,A320-200,Chisinau,1020.6,12.46027595
2026-01-11,RYR595,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-11,RYR1540,Ryanair,B737-Max 8,Trévise,459.5454545,5.635742047
2026-01-11,RYR719,Ryanair,B737-800,Birmingham,235.8611111,3.608638078
2026-01-11,RYR7479,Ryanair,B737-800,Porto,642.9222222,9.836609356
2026-01-11,WZZ4720,WizzAir,A321neo,Skopje,901.4285714,11.70664821
2026-01-11,RYR3844,Ryanair,B737-800,Marrakech,1137.3125,17.40070321
2026-01-11,RYR3433,Ryanair,B737-Max 8,Bergame (Milan),411.2857143,5.043897552
2026-01-11,RYR23,Ryanair,B737-800,Dublin,401.8541667,6.148305843
2026-01-11,HYS226,HiSky,A320-200,Baia Mare,808.4285714,14.64423338
2026-01-11,WMT5140,WizzAir,A321neo,Tirana,832.125,10.80661846
2026-01-11,RYS8942,Ryanair,B737-800,Gdansk,670.1428571,10.25308081
2026-01-11,RYR2850,Ryanair,B737-800,Catane,900,13.76985911
2026-01-11,RYR3979,Ryanair,B737-800,Bari,772.0588235,11.81237914
2026-01-11,WMT3664,WizzAir,A320-200,Iasi,983.6956522,12.00971906
2026-01-11,RYS5051,Ryanair,B737-800,Poznan,576.2916667,8.817172286
2026-01-11,WMT3332,WizzAir,A320neo,Cluj-Napoca,850.0625,8.585212548
2026-01-11,RYR166,Ryanair,B737-800,Rome,618.9354839,9.469616014
2026-01-11,RYS4230,Ryanair,B737-800,Budapest,681.2878788,10.4235979
2026-01-11,RYR9160,Ryanair,B737-Max 8,Bucarest,964.2368421,11.82514169
2026-01-11,RYR8313,Ryanair,B737-Max 8,Tirana,832.125,10.20495754
2026-01-11,RYR1829,Ryanair,B737-Max 8,Prague,470.06,5.764689609
2026-01-10,RYR7704,Ryanair,B737-800,Porto,642.9222222,9.836609356
2026-01-10,RYR9790,Ryanair,B737-Max 8,Ténérife,1480.583333,18.1574764
2026-01-10,RYR1244,Ryanair,B737-800,Agadir,1205.9,18.45008123
2026-01-10,RYR5223,Ryanair,B737-800,Fès,951.7105263,14.56102207
2026-01-10,RYR64,Ryanair,B737-800,Marrakech,1137.3125,17.40070321
2026-01-10,RYR2093,Ryanair,B737-800,Paphos,1526.708333,23.35839851
2026-01-10,RYR7744,Ryanair,B737-800,Tanger,892.8,13.65970024
2026-01-10,RYR5445,Ryanair,B737-800,Madrid,595.5526316,9.111862034
2026-01-10,RYS4230,Ryanair,B737-800,Budapest,681.2878788,10.4235979
2026-01-10,WMT3522,WizzAir,A320-200,Timisoara,769.6666667,9.396687297
2026-01-10,WZZ7830,WizzAir,A321neo,Erevan,1792.3,23.2761932
2026-01-10,RYS3436,Ryanair,B737-800,Cracovie,667.046875,10.20571277
2026-01-10,RYR200,Ryanair,B737-Max 8,Rome,618.9354839,7.590458564
2026-01-10,RYR3122,Ryanair,B737-800,Barcelone,495.6923077,7.584014711
2026-01-10,RYR25,Ryanair,B737-800,Dublin,401.8541667,6.148305843
2026-01-10,RYR3094,Ryanair,B737-800,Thessalonique,973.15,14.88904266
2026-01-10,RYR9548,Ryanair,B737-Max 8,Cluj-Napoca,850.0625,10.42493822
2026-01-10,WZZ4019,WizzAir,A321neo,Belgrade,753.425,9.784559429
2026-01-10,RYR5592,Ryanair,B737-Max 8,Edimbourg,431.8636364,5.296259663
2026-01-10,RYR3114,Ryanair,B737-Max 8,Iasi,983.6956522,12.06377931
2026-01-10,WMT3950,WizzAir,A320-200,Chisinau,1020.6,12.46027595
2026-01-10,LDA8792,Ryanair,A320-200,Zagreb,580.0833333,10.50788655
2026-01-10,RYR3723,Ryanair,B737-Max 8,Manchester,290.0555556,3.557163441
2026-01-10,RYR9167,Ryanair,B737-Max 8,Stockholm,789.0416667,9.676595109
2026-01-10,RYR7475,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-10,RYR3500,Ryanair,B737-Max 8,Bergame (Milan),411.2857143,5.043897552
2026-01-10,LDA1325,Ryanair,A320-200,Vienne,577.5,10.46109091
2026-01-10,RYR1084,Ryanair,B737-800,Lisbonne,802.6904762,12.28103863
2026-01-10,WZZ4720,WizzAir,A321neo,Skopje,901.4285714,11.70664821
2026-01-10,RYR23,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-10,WMT5140,WizzAir,A321neo,Tirana,832.125,10.80661846
2026-01-10,RYR1506,Ryanair,B737-Max 8,Luqa,954.8461538,11.70997681
2026-01-10,RYR4520,Ryanair,B737-800,Reggio di Calabre,868.7692308,13.29203323
2026-01-10,RYR595,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-10,RYR6788,Ryanair,B737-Max 8,Trieste,496.5769231,6.089886033
2026-01-09,RYR25,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-09,RYR3725,Ryanair,B737-800,Manchester,290.0555556,4.437804594
2026-01-09,RYR7479,Ryanair,B737-Max 8,Porto,642.9222222,7.884625482
2026-01-09,RYS4234,Ryanair,B737-Max 8,Budapest,681.2878788,8.355131591
2026-01-09,RYS5051,Ryanair,B737-Max 8,Poznan,576.2916667,7.067486241
2026-01-09,LDA2022,Ryanair,A320-200,Vienne,577.5,10.46109091
2026-01-09,RYR4378,Ryanair,B737-800,Faro,841,12.86716835
2026-01-09,RYR3500,Ryanair,B737-800,Bergame (Milan),411.2857143,6.292607045
2026-01-09,RYR1244,Ryanair,B737-800,Agadir,1205.9,18.45008123
2026-01-09,RYR9266,Ryanair,B737-800,Copenhague,574.7272727,8.793237304
2026-01-09,RYR4068,Ryanair,B737-800,Bologne,477.1724138,7.300663233
2026-01-09,RYS1829,Ryanair,B737-800,Prague,470.06,7.191844416
2026-01-09,WZZ4322,WizzAir,A321neo,Sofia,923.2045455,11.98944784
2026-01-09,RYR7475,Ryanair,B737-800,Porto,642.9222222,9.836609356
2026-01-09,RYS4230,Ryanair,B737-800,Budapest,681.2878788,10.4235979
2026-01-09,RYR1084,Ryanair,B737-Max 8,Lisbonne,802.6904762,9.843980444
2026-01-09,RYS3698,Ryanair,B737-Max 8,Cracovie,667.046875,8.180483745
2026-01-09,RYR1861,Ryanair,B737-Max 8,Dublin,401.8541667,4.928231585
2026-01-09,WMT3950,WizzAir,A320-200,Chisinau,1020.6,12.46027595
